forward_num_temp_incr_nomut_forward_0.10,reverse_num_temp_incr_nomut_forward_0.10,forward_rate_temp_incr_nomut_forward_0.10,reverse_rate_temp_incr_nomut_forward_0.10,organism_num_temp_incr_nomut_forward_0.10,organism_rate_temp_incr_nomut_forward_0.10,forward_num_temp_incr_nomut_forward_0.15,reverse_num_temp_incr_nomut_forward_0.15,forward_rate_temp_incr_nomut_forward_0.15,reverse_rate_temp_incr_nomut_forward_0.15,organism_num_temp_incr_nomut_forward_0.15,organism_rate_temp_incr_nomut_forward_0.15,forward_num_temp_incr_nomut_forward_0.20,reverse_num_temp_incr_nomut_forward_0.20,forward_rate_temp_incr_nomut_forward_0.20,reverse_rate_temp_incr_nomut_forward_0.20,organism_num_temp_incr_nomut_forward_0.20,organism_rate_temp_incr_nomut_forward_0.20,forward_num_temp_incr_nomut_forward_0.25,reverse_num_temp_incr_nomut_forward_0.25,forward_rate_temp_incr_nomut_forward_0.25,reverse_rate_temp_incr_nomut_forward_0.25,organism_num_temp_incr_nomut_forward_0.25,organism_rate_temp_incr_nomut_forward_0.25,forward_num_temp_incr_nomut_forward_0.30,reverse_num_temp_incr_nomut_forward_0.30,forward_rate_temp_incr_nomut_forward_0.30,reverse_rate_temp_incr_nomut_forward_0.30,organism_num_temp_incr_nomut_forward_0.30,organism_rate_temp_incr_nomut_forward_0.30,forward_num_temp_incr_nomut_forward_0.35,reverse_num_temp_incr_nomut_forward_0.35,forward_rate_temp_incr_nomut_forward_0.35,reverse_rate_temp_incr_nomut_forward_0.35,organism_num_temp_incr_nomut_forward_0.35,organism_rate_temp_incr_nomut_forward_0.35,forward_num_temp_incr_nomut_forward_0.40,reverse_num_temp_incr_nomut_forward_0.40,forward_rate_temp_incr_nomut_forward_0.40,reverse_rate_temp_incr_nomut_forward_0.40,organism_num_temp_incr_nomut_forward_0.40,organism_rate_temp_incr_nomut_forward_0.40,forward_num_temp_incr_nomut_forward_0.45,reverse_num_temp_incr_nomut_forward_0.45,forward_rate_temp_incr_nomut_forward_0.45,reverse_rate_temp_incr_nomut_forward_0.45,organism_num_temp_incr_nomut_forward_0.45,organism_rate_temp_incr_nomut_forward_0.45,forward_num_temp_incr_nomut_forward_0.50,reverse_num_temp_incr_nomut_forward_0.50,forward_rate_temp_incr_nomut_forward_0.50,reverse_rate_temp_incr_nomut_forward_0.50,organism_num_temp_incr_nomut_forward_0.50,organism_rate_temp_incr_nomut_forward_0.50,forward_num_temp_incr_nomut_forward_0.55,reverse_num_temp_incr_nomut_forward_0.55,forward_rate_temp_incr_nomut_forward_0.55,reverse_rate_temp_incr_nomut_forward_0.55,organism_num_temp_incr_nomut_forward_0.55,organism_rate_temp_incr_nomut_forward_0.55,forward_num_temp_incr_nomut_forward_0.60,reverse_num_temp_incr_nomut_forward_0.60,forward_rate_temp_incr_nomut_forward_0.60,reverse_rate_temp_incr_nomut_forward_0.60,organism_num_temp_incr_nomut_forward_0.60,organism_rate_temp_incr_nomut_forward_0.60,forward_num_temp_incr_nomut_reverse_0.10,reverse_num_temp_incr_nomut_reverse_0.10,forward_rate_temp_incr_nomut_reverse_0.10,reverse_rate_temp_incr_nomut_reverse_0.10,organism_num_temp_incr_nomut_reverse_0.10,organism_rate_temp_incr_nomut_reverse_0.10,forward_num_temp_incr_nomut_reverse_0.15,reverse_num_temp_incr_nomut_reverse_0.15,forward_rate_temp_incr_nomut_reverse_0.15,reverse_rate_temp_incr_nomut_reverse_0.15,organism_num_temp_incr_nomut_reverse_0.15,organism_rate_temp_incr_nomut_reverse_0.15,forward_num_temp_incr_nomut_reverse_0.20,reverse_num_temp_incr_nomut_reverse_0.20,forward_rate_temp_incr_nomut_reverse_0.20,reverse_rate_temp_incr_nomut_reverse_0.20,organism_num_temp_incr_nomut_reverse_0.20,organism_rate_temp_incr_nomut_reverse_0.20,forward_num_temp_incr_nomut_reverse_0.25,reverse_num_temp_incr_nomut_reverse_0.25,forward_rate_temp_incr_nomut_reverse_0.25,reverse_rate_temp_incr_nomut_reverse_0.25,organism_num_temp_incr_nomut_reverse_0.25,organism_rate_temp_incr_nomut_reverse_0.25,forward_num_temp_incr_nomut_reverse_0.30,reverse_num_temp_incr_nomut_reverse_0.30,forward_rate_temp_incr_nomut_reverse_0.30,reverse_rate_temp_incr_nomut_reverse_0.30,organism_num_temp_incr_nomut_reverse_0.30,organism_rate_temp_incr_nomut_reverse_0.30,forward_num_temp_incr_nomut_reverse_0.35,reverse_num_temp_incr_nomut_reverse_0.35,forward_rate_temp_incr_nomut_reverse_0.35,reverse_rate_temp_incr_nomut_reverse_0.35,organism_num_temp_incr_nomut_reverse_0.35,organism_rate_temp_incr_nomut_reverse_0.35,forward_num_temp_incr_nomut_reverse_0.40,reverse_num_temp_incr_nomut_reverse_0.40,forward_rate_temp_incr_nomut_reverse_0.40,reverse_rate_temp_incr_nomut_reverse_0.40,organism_num_temp_incr_nomut_reverse_0.40,organism_rate_temp_incr_nomut_reverse_0.40,forward_num_temp_incr_nomut_reverse_0.45,reverse_num_temp_incr_nomut_reverse_0.45,forward_rate_temp_incr_nomut_reverse_0.45,reverse_rate_temp_incr_nomut_reverse_0.45,organism_num_temp_incr_nomut_reverse_0.45,organism_rate_temp_incr_nomut_reverse_0.45,forward_num_temp_incr_nomut_reverse_0.50,reverse_num_temp_incr_nomut_reverse_0.50,forward_rate_temp_incr_nomut_reverse_0.50,reverse_rate_temp_incr_nomut_reverse_0.50,organism_num_temp_incr_nomut_reverse_0.50,organism_rate_temp_incr_nomut_reverse_0.50,forward_num_temp_incr_nomut_reverse_0.55,reverse_num_temp_incr_nomut_reverse_0.55,forward_rate_temp_incr_nomut_reverse_0.55,reverse_rate_temp_incr_nomut_reverse_0.55,organism_num_temp_incr_nomut_reverse_0.55,organism_rate_temp_incr_nomut_reverse_0.55,forward_num_temp_incr_nomut_reverse_0.60,reverse_num_temp_incr_nomut_reverse_0.60,forward_rate_temp_incr_nomut_reverse_0.60,reverse_rate_temp_incr_nomut_reverse_0.60,organism_num_temp_incr_nomut_reverse_0.60,organism_rate_temp_incr_nomut_reverse_0.60
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.55,0.0,9.9,5.55,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.55,0.0,9.9,5.55,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.55,0.0,9.9,5.55,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.55,0.0,9.9,5.55,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,9.9,0.0,5.45,9.9,5.45,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.55,0.0,9.9,5.55,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,9.9,0.0,5.53888888888889,9.9,5.53888888888889,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,9.9,0.0,5.45,9.9,5.45,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.53888888888889,9.9,5.53888888888889
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.55,0.0,9.9,5.55,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,9.8,0.0,5.55555555555556,9.8,5.55555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,9.9,0.0,5.45,9.9,5.45,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.53888888888889,9.9,5.53888888888889
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.55,0.0,9.9,5.55,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,9.8,0.0,5.55555555555556,9.8,5.55555555555556,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,9.9,0.0,5.45,9.9,5.45,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.53888888888889,9.9,5.53888888888889
10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.55,0.0,9.9,5.55,10.0,0.0,5.5,0.0,10.0,5.5,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.47222222222222,0.0,9.9,5.47222222222222,10.0,0.0,5.5,0.0,10.0,5.5,9.9,0.0,5.52777777777778,0.0,9.9,5.52777777777778,10.0,0.0,5.5,0.0,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556,0.0,9.8,0.0,5.55555555555556,9.8,5.55555555555556,0.0,9.9,0.0,5.55,9.9,5.55,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.9,0.0,5.49444444444444,9.9,5.49444444444444,0.0,9.9,0.0,5.45,9.9,5.45,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.53888888888889,9.9,5.53888888888889
