forward_num_temp_incr_mut_forward_0.10,reverse_num_temp_incr_mut_forward_0.10,forward_rate_temp_incr_mut_forward_0.10,reverse_rate_temp_incr_mut_forward_0.10,organism_num_temp_incr_mut_forward_0.10,organism_rate_temp_incr_mut_forward_0.10,forward_num_temp_incr_mut_forward_0.15,reverse_num_temp_incr_mut_forward_0.15,forward_rate_temp_incr_mut_forward_0.15,reverse_rate_temp_incr_mut_forward_0.15,organism_num_temp_incr_mut_forward_0.15,organism_rate_temp_incr_mut_forward_0.15,forward_num_temp_incr_mut_forward_0.20,reverse_num_temp_incr_mut_forward_0.20,forward_rate_temp_incr_mut_forward_0.20,reverse_rate_temp_incr_mut_forward_0.20,organism_num_temp_incr_mut_forward_0.20,organism_rate_temp_incr_mut_forward_0.20,forward_num_temp_incr_mut_forward_0.25,reverse_num_temp_incr_mut_forward_0.25,forward_rate_temp_incr_mut_forward_0.25,reverse_rate_temp_incr_mut_forward_0.25,organism_num_temp_incr_mut_forward_0.25,organism_rate_temp_incr_mut_forward_0.25,forward_num_temp_incr_mut_forward_0.30,reverse_num_temp_incr_mut_forward_0.30,forward_rate_temp_incr_mut_forward_0.30,reverse_rate_temp_incr_mut_forward_0.30,organism_num_temp_incr_mut_forward_0.30,organism_rate_temp_incr_mut_forward_0.30,forward_num_temp_incr_mut_forward_0.35,reverse_num_temp_incr_mut_forward_0.35,forward_rate_temp_incr_mut_forward_0.35,reverse_rate_temp_incr_mut_forward_0.35,organism_num_temp_incr_mut_forward_0.35,organism_rate_temp_incr_mut_forward_0.35,forward_num_temp_incr_mut_forward_0.40,reverse_num_temp_incr_mut_forward_0.40,forward_rate_temp_incr_mut_forward_0.40,reverse_rate_temp_incr_mut_forward_0.40,organism_num_temp_incr_mut_forward_0.40,organism_rate_temp_incr_mut_forward_0.40,forward_num_temp_incr_mut_forward_0.45,reverse_num_temp_incr_mut_forward_0.45,forward_rate_temp_incr_mut_forward_0.45,reverse_rate_temp_incr_mut_forward_0.45,organism_num_temp_incr_mut_forward_0.45,organism_rate_temp_incr_mut_forward_0.45,forward_num_temp_incr_mut_forward_0.50,reverse_num_temp_incr_mut_forward_0.50,forward_rate_temp_incr_mut_forward_0.50,reverse_rate_temp_incr_mut_forward_0.50,organism_num_temp_incr_mut_forward_0.50,organism_rate_temp_incr_mut_forward_0.50,forward_num_temp_incr_mut_forward_0.55,reverse_num_temp_incr_mut_forward_0.55,forward_rate_temp_incr_mut_forward_0.55,reverse_rate_temp_incr_mut_forward_0.55,organism_num_temp_incr_mut_forward_0.55,organism_rate_temp_incr_mut_forward_0.55,forward_num_temp_incr_mut_forward_0.60,reverse_num_temp_incr_mut_forward_0.60,forward_rate_temp_incr_mut_forward_0.60,reverse_rate_temp_incr_mut_forward_0.60,organism_num_temp_incr_mut_forward_0.60,organism_rate_temp_incr_mut_forward_0.60,forward_num_temp_incr_mut_reverse_0.10,reverse_num_temp_incr_mut_reverse_0.10,forward_rate_temp_incr_mut_reverse_0.10,reverse_rate_temp_incr_mut_reverse_0.10,organism_num_temp_incr_mut_reverse_0.10,organism_rate_temp_incr_mut_reverse_0.10,forward_num_temp_incr_mut_reverse_0.15,reverse_num_temp_incr_mut_reverse_0.15,forward_rate_temp_incr_mut_reverse_0.15,reverse_rate_temp_incr_mut_reverse_0.15,organism_num_temp_incr_mut_reverse_0.15,organism_rate_temp_incr_mut_reverse_0.15,forward_num_temp_incr_mut_reverse_0.20,reverse_num_temp_incr_mut_reverse_0.20,forward_rate_temp_incr_mut_reverse_0.20,reverse_rate_temp_incr_mut_reverse_0.20,organism_num_temp_incr_mut_reverse_0.20,organism_rate_temp_incr_mut_reverse_0.20,forward_num_temp_incr_mut_reverse_0.25,reverse_num_temp_incr_mut_reverse_0.25,forward_rate_temp_incr_mut_reverse_0.25,reverse_rate_temp_incr_mut_reverse_0.25,organism_num_temp_incr_mut_reverse_0.25,organism_rate_temp_incr_mut_reverse_0.25,forward_num_temp_incr_mut_reverse_0.30,reverse_num_temp_incr_mut_reverse_0.30,forward_rate_temp_incr_mut_reverse_0.30,reverse_rate_temp_incr_mut_reverse_0.30,organism_num_temp_incr_mut_reverse_0.30,organism_rate_temp_incr_mut_reverse_0.30,forward_num_temp_incr_mut_reverse_0.35,reverse_num_temp_incr_mut_reverse_0.35,forward_rate_temp_incr_mut_reverse_0.35,reverse_rate_temp_incr_mut_reverse_0.35,organism_num_temp_incr_mut_reverse_0.35,organism_rate_temp_incr_mut_reverse_0.35,forward_num_temp_incr_mut_reverse_0.40,reverse_num_temp_incr_mut_reverse_0.40,forward_rate_temp_incr_mut_reverse_0.40,reverse_rate_temp_incr_mut_reverse_0.40,organism_num_temp_incr_mut_reverse_0.40,organism_rate_temp_incr_mut_reverse_0.40,forward_num_temp_incr_mut_reverse_0.45,reverse_num_temp_incr_mut_reverse_0.45,forward_rate_temp_incr_mut_reverse_0.45,reverse_rate_temp_incr_mut_reverse_0.45,organism_num_temp_incr_mut_reverse_0.45,organism_rate_temp_incr_mut_reverse_0.45,forward_num_temp_incr_mut_reverse_0.50,reverse_num_temp_incr_mut_reverse_0.50,forward_rate_temp_incr_mut_reverse_0.50,reverse_rate_temp_incr_mut_reverse_0.50,organism_num_temp_incr_mut_reverse_0.50,organism_rate_temp_incr_mut_reverse_0.50,forward_num_temp_incr_mut_reverse_0.55,reverse_num_temp_incr_mut_reverse_0.55,forward_rate_temp_incr_mut_reverse_0.55,reverse_rate_temp_incr_mut_reverse_0.55,organism_num_temp_incr_mut_reverse_0.55,organism_rate_temp_incr_mut_reverse_0.55,forward_num_temp_incr_mut_reverse_0.60,reverse_num_temp_incr_mut_reverse_0.60,forward_rate_temp_incr_mut_reverse_0.60,reverse_rate_temp_incr_mut_reverse_0.60,organism_num_temp_incr_mut_reverse_0.60,organism_rate_temp_incr_mut_reverse_0.60
998.4,0.0,8.89934931755896,0.0,998.4,8.89934931755896,998.3,0.0,8.78438181549932,0.0,998.3,8.78438181549932,998.2,0.0,8.88688602995471,0.0,998.2,8.88688602995471,998.1,0.0,8.10717879830164,0.0,998.1,8.10717879830164,998.2,0.0,7.50613602358205,0.0,998.2,7.50613602358205,998.3,0.0,6.79411045035909,0.0,998.3,6.79411045035909,998.1,0.0,5.7711222860806,0.0,998.1,5.7711222860806,916.6,0.0,4.489148675265,0.0,916.6,4.489148675265,845.2,0.0,4.58797910761879,0.0,845.2,4.58797910761879,998.2,0.0,6.12109399355396,0.0,998.2,6.12109399355396,998.6,0.0,6.29632092912244,0.0,998.6,6.29632092912244,0.0,998.4,0.0,8.90405214089614,998.4,8.90405214089614,0.0,998.3,0.0,8.89371030517998,998.3,8.89371030517998,0.0,997.6,0.0,8.89694385056111,997.6,8.89694385056111,0.0,998.0,0.0,8.17196137903079,998.0,8.17196137903079,0.0,998.1,0.0,7.499438888675,998.1,7.499438888675,0.0,998.3,0.0,6.8038913558887,998.3,6.8038913558887,0.0,998.0,0.0,5.8010726558247,998.0,5.8010726558247,0.0,475.3,0.0,4.48764278815807,475.3,4.48764278815807,0.0,326.5,0.0,4.58802089656147,326.5,4.58802089656147,0.0,317.0,0.0,5.71807070474155,317.0,5.71807070474155,0.0,207.6,0.0,5.80253311684953,207.6,5.80253311684953
998.5,0.0,8.90235655290951,0.0,998.5,8.90235655290951,998.5,0.0,8.7859201887258,0.0,998.5,8.7859201887258,998.4,0.0,8.88580679239449,0.0,998.4,8.88580679239449,998.7,0.0,8.10703481001942,0.0,998.7,8.10703481001942,998.6,0.0,7.50409876581074,0.0,998.6,7.50409876581074,998.6,0.0,6.78732490005035,0.0,998.6,6.78732490005035,998.3,0.0,5.76857452920965,0.0,998.3,5.76857452920965,923.6,0.0,4.49066288668108,0.0,923.6,4.49066288668108,856.7,0.0,4.58316548021714,0.0,856.7,4.58316548021714,998.2,0.0,6.12291654472385,0.0,998.2,6.12291654472385,998.1,0.0,6.30846433163294,0.0,998.1,6.30846433163294,0.0,998.7,0.0,8.90436707725187,998.7,8.90436707725187,0.0,998.2,0.0,8.89219452395715,998.2,8.89219452395715,0.0,998.7,0.0,8.89675777982391,998.7,8.89675777982391,0.0,998.2,0.0,8.17108200082946,998.2,8.17108200082946,0.0,998.2,0.0,7.49791324511246,998.2,7.49791324511246,0.0,998.0,0.0,6.79612428268042,998.0,6.79612428268042,0.0,998.6,0.0,5.79937565499401,998.6,5.79937565499401,0.0,481.4,0.0,4.48509741695812,481.4,4.48509741695812,0.0,332.2,0.0,4.59320595494856,332.2,4.59320595494856,0.0,323.5,0.0,5.715269170538,323.5,5.715269170538,0.0,210.5,0.0,5.79506281000582,210.5,5.79506281000582
998.2,0.0,8.9029345588908,0.0,998.2,8.9029345588908,998.0,0.0,8.78936329440638,0.0,998.0,8.78936329440638,998.2,0.0,8.8847742129574,0.0,998.2,8.8847742129574,997.6,0.0,8.10773483036594,0.0,997.6,8.10773483036594,998.4,0.0,7.50632417804023,0.0,998.4,7.50632417804023,998.5,0.0,6.78578131802836,0.0,998.5,6.78578131802836,998.1,0.0,5.77007379407496,0.0,998.1,5.77007379407496,930.0,0.0,4.49653700665303,0.0,930.0,4.49653700665303,870.2,0.0,4.58183605309804,0.0,870.2,4.58183605309804,998.2,0.0,6.11810231205551,0.0,998.2,6.11810231205551,998.1,0.0,6.31230912150253,0.0,998.1,6.31230912150253,0.0,998.3,0.0,8.9070708719948,998.3,8.9070708719948,0.0,998.6,0.0,8.89355103893348,998.6,8.89355103893348,0.0,997.6,0.0,8.89645846578441,997.6,8.89645846578441,0.0,997.9,0.0,8.16911374548948,997.9,8.16911374548948,0.0,998.4,0.0,7.4979546420389,998.4,7.4979546420389,0.0,998.6,0.0,6.79350974220714,998.6,6.79350974220714,0.0,998.5,0.0,5.79932297770944,998.5,5.79932297770944,0.0,485.8,0.0,4.48119818470267,485.8,4.48119818470267,0.0,336.6,0.0,4.59024690235447,336.6,4.59024690235447,0.0,328.5,0.0,5.70922484707425,328.5,5.70922484707425,0.0,212.9,0.0,5.78846591426,212.9,5.78846591426
998.4,0.0,8.9107369979536,0.0,998.4,8.9107369979536,998.1,0.0,8.79474794414456,0.0,998.1,8.79474794414456,998.3,0.0,8.88609740598706,0.0,998.3,8.88609740598706,997.8,0.0,8.11055099308074,0.0,997.8,8.11055099308074,998.2,0.0,7.5073076594476,0.0,998.2,7.5073076594476,998.0,0.0,6.78867387969089,0.0,998.0,6.78867387969089,998.2,0.0,5.76764075367963,0.0,998.2,5.76764075367963,935.2,0.0,4.49439620168922,0.0,935.2,4.49439620168922,879.4,0.0,4.58553112180528,0.0,879.4,4.58553112180528,998.6,0.0,6.11435454153538,0.0,998.6,6.11435454153538,998.6,0.0,6.31564687271457,0.0,998.6,6.31564687271457,0.0,998.0,0.0,8.91231323101442,998.0,8.91231323101442,0.0,998.4,0.0,8.90164801104805,998.4,8.90164801104805,0.0,998.7,0.0,8.90116067971779,998.7,8.90116067971779,0.0,998.4,0.0,8.17084196251688,998.4,8.17084196251688,0.0,998.0,0.0,7.49478993081959,998.0,7.49478993081959,0.0,998.7,0.0,6.79703501096287,998.7,6.79703501096287,0.0,998.4,0.0,5.8008102472758,998.4,5.8008102472758,0.0,491.7,0.0,4.48383968133256,491.7,4.48383968133256,0.0,341.1,0.0,4.58299893531741,341.1,4.58299893531741,0.0,332.9,0.0,5.71320488178886,332.9,5.71320488178886,0.0,215.7,0.0,5.78820006473657,215.7,5.78820006473657
998.5,0.0,8.91776845136182,0.0,998.5,8.91776845136182,998.3,0.0,8.80151218518615,0.0,998.3,8.80151218518615,998.2,0.0,8.89190201340972,0.0,998.2,8.89190201340972,998.0,0.0,8.11191630492167,0.0,998.0,8.11191630492167,998.1,0.0,7.51118791767935,0.0,998.1,7.51118791767935,998.4,0.0,6.79034684811544,0.0,998.4,6.79034684811544,998.4,0.0,5.76319217491472,0.0,998.4,5.76319217491472,939.6,0.0,4.48865441672196,0.0,939.6,4.48865441672196,893.1,0.0,4.58650602973244,0.0,893.1,4.58650602973244,998.4,0.0,6.11047292108723,0.0,998.4,6.11047292108723,998.5,0.0,6.32771087720988,0.0,998.5,6.32771087720988,0.0,998.4,0.0,8.9171629545377,998.4,8.9171629545377,0.0,998.6,0.0,8.9072555769184,998.6,8.9072555769184,0.0,998.3,0.0,8.90774528304664,998.3,8.90774528304664,0.0,998.4,0.0,8.1728846664044,998.4,8.1728846664044,0.0,998.2,0.0,7.49757551392085,998.2,7.49757551392085,0.0,998.4,0.0,6.79855261701462,998.4,6.79855261701462,0.0,997.7,0.0,5.79980632301012,997.7,5.79980632301012,0.0,499.4,0.0,4.48189627996598,499.4,4.48189627996598,0.0,345.9,0.0,4.580241955015,345.9,4.580241955015,0.0,337.4,0.0,5.70720637158972,337.4,5.70720637158972,0.0,218.6,0.0,5.786574646847,218.6,5.786574646847
998.3,0.0,8.92026743750482,0.0,998.3,8.92026743750482,998.4,0.0,8.80614298919917,0.0,998.4,8.80614298919917,998.7,0.0,8.89558023952801,0.0,998.7,8.89558023952801,998.5,0.0,8.10941589223509,0.0,998.5,8.10941589223509,998.1,0.0,7.51500833541082,0.0,998.1,7.51500833541082,998.4,0.0,6.78631797517121,0.0,998.4,6.78631797517121,997.9,0.0,5.76058637848426,0.0,997.9,5.76058637848426,943.0,0.0,4.48894105824693,0.0,943.0,4.48894105824693,905.0,0.0,4.58637196344362,0.0,905.0,4.58637196344362,997.7,0.0,6.10584128821014,0.0,997.7,6.10584128821014,998.4,0.0,6.32550546538523,0.0,998.4,6.32550546538523,0.0,998.1,0.0,8.91883824415729,998.1,8.91883824415729,0.0,998.2,0.0,8.91236657016291,998.2,8.91236657016291,0.0,998.5,0.0,8.91476152979049,998.5,8.91476152979049,0.0,998.1,0.0,8.1728470040443,998.1,8.1728470040443,0.0,998.2,0.0,7.49247742676375,998.2,7.49247742676375,0.0,997.9,0.0,6.79303160534259,997.9,6.79303160534259,0.0,998.3,0.0,5.79655577421108,998.3,5.79655577421108,0.0,505.9,0.0,4.48800849029816,505.9,4.48800849029816,0.0,348.8,0.0,4.57613972775134,348.8,4.57613972775134,0.0,341.7,0.0,5.70393452214547,341.7,5.70393452214547,0.0,221.3,0.0,5.77319413608798,221.3,5.77319413608798
998.2,0.0,8.92617334177503,0.0,998.2,8.92617334177503,998.5,0.0,8.81097407620826,0.0,998.5,8.81097407620826,998.3,0.0,8.89863599406024,0.0,998.3,8.89863599406024,998.0,0.0,8.11015192896347,0.0,998.0,8.11015192896347,997.8,0.0,7.51571434028427,0.0,997.8,7.51571434028427,998.2,0.0,6.78569174105131,0.0,998.2,6.78569174105131,998.2,0.0,5.7636401872573,0.0,998.2,5.7636401872573,948.3,0.0,4.48720698813809,0.0,948.3,4.48720698813809,915.5,0.0,4.58531173384722,0.0,915.5,4.58531173384722,998.1,0.0,6.11189940289534,0.0,998.1,6.11189940289534,998.0,0.0,6.32016515850407,0.0,998.0,6.32016515850407,0.0,998.1,0.0,8.91824092687532,998.1,8.91824092687532,0.0,998.2,0.0,8.91543108450589,998.2,8.91543108450589,0.0,997.7,0.0,8.92001120854806,997.7,8.92001120854806,0.0,998.3,0.0,8.1728700590207,998.3,8.1728700590207,0.0,998.5,0.0,7.48678262375436,998.5,7.48678262375436,0.0,998.8,0.0,6.78957163576402,998.8,6.78957163576402,0.0,998.0,0.0,5.79449497146251,998.0,5.79449497146251,0.0,514.7,0.0,4.49211740425529,514.7,4.49211740425529,0.0,352.6,0.0,4.57323868289334,352.6,4.57323868289334,0.0,345.2,0.0,5.69719387129189,345.2,5.69719387129189,0.0,224.6,0.0,5.77205137254573,224.6,5.77205137254573
997.9,0.0,8.92336622385486,0.0,997.9,8.92336622385486,998.3,0.0,8.80975111760182,0.0,998.3,8.80975111760182,998.2,0.0,8.904527844186,0.0,998.2,8.904527844186,997.8,0.0,8.10862910289747,0.0,997.8,8.10862910289747,998.7,0.0,7.51239026416643,0.0,998.7,7.51239026416643,998.5,0.0,6.78762732116669,0.0,998.5,6.78762732116669,998.5,0.0,5.76124386738926,0.0,998.5,5.76124386738926,954.2,0.0,4.49213956668232,0.0,954.2,4.49213956668232,925.3,0.0,4.58855687822529,0.0,925.3,4.58855687822529,998.6,0.0,6.12206677887106,0.0,998.6,6.12206677887106,998.1,0.0,6.32901791496684,0.0,998.1,6.32901791496684,0.0,998.5,0.0,8.91437409353241,998.5,8.91437409353241,0.0,998.6,0.0,8.91337678232963,998.6,8.91337678232963,0.0,998.5,0.0,8.91971914752234,998.5,8.91971914752234,0.0,998.2,0.0,8.17542065767132,998.2,8.17542065767132,0.0,998.6,0.0,7.48749310432677,998.6,7.48749310432677,0.0,998.3,0.0,6.78831367734349,998.3,6.78831367734349,0.0,997.7,0.0,5.79344759252061,997.7,5.79344759252061,0.0,522.7,0.0,4.50035710626531,522.7,4.50035710626531,0.0,357.2,0.0,4.56877285941403,357.2,4.56877285941403,0.0,349.3,0.0,5.70171601904843,349.3,5.70171601904843,0.0,229.4,0.0,5.77473426030711,229.4,5.77473426030711
998.2,0.0,8.92586815272186,0.0,998.2,8.92586815272186,998.2,0.0,8.81282106647295,0.0,998.2,8.81282106647295,998.1,0.0,8.91276144879339,0.0,998.1,8.91276144879339,998.2,0.0,8.10604031870254,0.0,998.2,8.10604031870254,998.0,0.0,7.5129082813746,0.0,998.0,7.5129082813746,998.3,0.0,6.7804661065358,0.0,998.3,6.7804661065358,998.4,0.0,5.75685455798892,0.0,998.4,5.75685455798892,960.6,0.0,4.49609911630608,0.0,960.6,4.49609911630608,932.3,0.0,4.58946780400215,0.0,932.3,4.58946780400215,998.1,0.0,6.12601724250893,0.0,998.1,6.12601724250893,998.7,0.0,6.34156320649307,0.0,998.7,6.34156320649307,0.0,998.1,0.0,8.91816745358127,998.1,8.91816745358127,0.0,998.6,0.0,8.91717549212539,998.6,8.91717549212539,0.0,998.5,0.0,8.92587585414574,998.5,8.92587585414574,0.0,998.6,0.0,8.17253484017373,998.6,8.17253484017373,0.0,998.1,0.0,7.48875840813889,998.1,7.48875840813889,0.0,997.7,0.0,6.78781485119995,997.7,6.78781485119995,0.0,998.0,0.0,5.78862686627242,998.0,5.78862686627242,0.0,530.2,0.0,4.50063982066738,530.2,4.50063982066738,0.0,362.0,0.0,4.57016752103859,362.0,4.57016752103859,0.0,352.4,0.0,5.70081282667493,352.4,5.70081282667493,0.0,234.0,0.0,5.79399822109141,234.0,5.79399822109141
998.2,0.0,8.91753732595034,0.0,998.2,8.91753732595034,997.7,0.0,8.80045600086602,0.0,997.7,8.80045600086602,998.6,0.0,8.90915572619914,0.0,998.6,8.90915572619914,998.4,0.0,8.10302767546654,0.0,998.4,8.10302767546654,998.4,0.0,7.51588982927443,0.0,998.4,7.51588982927443,998.6,0.0,6.77635431022205,0.0,998.6,6.77635431022205,998.1,0.0,5.74885569666043,0.0,998.1,5.74885569666043,965.7,0.0,4.49594435203001,0.0,965.7,4.49594435203001,940.1,0.0,4.59604050599082,0.0,940.1,4.59604050599082,998.3,0.0,6.13312303415026,0.0,998.3,6.13312303415026,998.6,0.0,6.34759147925481,0.0,998.6,6.34759147925481,0.0,998.2,0.0,8.90712645064119,998.2,8.90712645064119,0.0,998.3,0.0,8.91305699311008,998.3,8.91305699311008,0.0,998.7,0.0,8.91969272514907,998.7,8.91969272514907,0.0,998.4,0.0,8.17128926392941,998.4,8.17128926392941,0.0,998.0,0.0,7.48755912009561,998.0,7.48755912009561,0.0,998.1,0.0,6.78830990409872,998.1,6.78830990409872,0.0,997.9,0.0,5.79109728660449,997.9,5.79109728660449,0.0,538.7,0.0,4.4940670326794,538.7,4.4940670326794,0.0,366.3,0.0,4.58272833780532,366.3,4.58272833780532,0.0,354.6,0.0,5.70152757437141,354.6,5.70152757437141,0.0,238.0,0.0,5.79411410255226,238.0,5.79411410255226
997.6,0.0,8.91672426245396,0.0,997.6,8.91672426245396,998.6,0.0,8.79646179245378,0.0,998.6,8.79646179245378,998.3,0.0,8.90464388565908,0.0,998.3,8.90464388565908,998.4,0.0,8.10157201812599,0.0,998.4,8.10157201812599,998.2,0.0,7.51776642019716,0.0,998.2,7.51776642019716,998.3,0.0,6.77479351923546,0.0,998.3,6.77479351923546,998.0,0.0,5.73999313073123,0.0,998.0,5.73999313073123,971.0,0.0,4.49188453830413,0.0,971.0,4.49188453830413,944.5,0.0,4.58988909074475,0.0,944.5,4.58988909074475,998.7,0.0,6.13776172328734,0.0,998.7,6.13776172328734,998.0,0.0,6.34925449742215,0.0,998.0,6.34925449742215,0.0,998.1,0.0,8.90755616241105,998.1,8.90755616241105,0.0,997.9,0.0,8.91223220834326,997.9,8.91223220834326,0.0,997.7,0.0,8.91670818042639,997.7,8.91670818042639,0.0,998.6,0.0,8.17102954658065,998.6,8.17102954658065,0.0,998.5,0.0,7.48703811670316,998.5,7.48703811670316,0.0,998.6,0.0,6.7920058334888,998.6,6.7920058334888,0.0,998.8,0.0,5.78962683847338,998.8,5.78962683847338,0.0,546.8,0.0,4.49514044054234,546.8,4.49514044054234,0.0,370.5,0.0,4.58065451823624,370.5,4.58065451823624,0.0,357.9,0.0,5.703749726051,357.9,5.703749726051,0.0,241.7,0.0,5.79518043675029,241.7,5.79518043675029
998.6,0.0,8.91360187480621,0.0,998.6,8.91360187480621,998.2,0.0,8.79140880327124,0.0,998.2,8.79140880327124,998.6,0.0,8.90575364944103,0.0,998.6,8.90575364944103,998.3,0.0,8.10180174319235,0.0,998.3,8.10180174319235,998.0,0.0,7.51759008185517,0.0,998.0,7.51759008185517,998.2,0.0,6.77726812393193,0.0,998.2,6.77726812393193,998.2,0.0,5.7348790904046,0.0,998.2,5.7348790904046,975.4,0.0,4.48939402871886,0.0,975.4,4.48939402871886,952.5,0.0,4.59209076298566,0.0,952.5,4.59209076298566,998.7,0.0,6.1424931945974,0.0,998.7,6.1424931945974,998.4,0.0,6.35568622030754,0.0,998.4,6.35568622030754,0.0,998.1,0.0,8.90572886430268,998.1,8.90572886430268,0.0,998.3,0.0,8.91343557745156,998.3,8.91343557745156,0.0,998.5,0.0,8.91589002606142,998.5,8.91589002606142,0.0,998.5,0.0,8.16752022563646,998.5,8.16752022563646,0.0,998.3,0.0,7.48513189724338,998.3,7.48513189724338,0.0,998.2,0.0,6.79326585301838,998.2,6.79326585301838,0.0,998.0,0.0,5.78805182925965,998.0,5.78805182925965,0.0,553.9,0.0,4.49531692939847,553.9,4.49531692939847,0.0,374.0,0.0,4.5769365712841,374.0,4.5769365712841,0.0,362.6,0.0,5.69731862004603,362.6,5.69731862004603,0.0,246.0,0.0,5.82068820560453,246.0,5.82068820560453
998.5,0.0,8.91768150876207,0.0,998.5,8.91768150876207,998.2,0.0,8.78651704359318,0.0,998.2,8.78651704359318,998.3,0.0,8.90461525931573,0.0,998.3,8.90461525931573,997.9,0.0,8.10029292070385,0.0,997.9,8.10029292070385,998.5,0.0,7.5171417557782,0.0,998.5,7.5171417557782,998.6,0.0,6.77158526246642,0.0,998.6,6.77158526246642,998.7,0.0,5.73323874977182,0.0,998.7,5.73323874977182,981.1,0.0,4.48598876311617,0.0,981.1,4.48598876311617,960.7,0.0,4.59268819855877,0.0,960.7,4.59268819855877,998.5,0.0,6.14964106865804,0.0,998.5,6.14964106865804,998.2,0.0,6.36745652493256,0.0,998.2,6.36745652493256,0.0,998.3,0.0,8.9066648819184,998.3,8.9066648819184,0.0,998.6,0.0,8.91197890734798,998.6,8.91197890734798,0.0,998.0,0.0,8.91671072855357,998.0,8.91671072855357,0.0,998.1,0.0,8.16634446359051,998.1,8.16634446359051,0.0,998.6,0.0,7.48208639501225,998.6,7.48208639501225,0.0,998.2,0.0,6.78861156519562,998.2,6.78861156519562,0.0,998.5,0.0,5.78086303791927,998.5,5.78086303791927,0.0,561.1,0.0,4.49194798948193,561.1,4.49194798948193,0.0,378.8,0.0,4.57825078807613,378.8,4.57825078807613,0.0,366.0,0.0,5.7034208669823,366.0,5.7034208669823,0.0,250.1,0.0,5.84032841882561,250.1,5.84032841882561
998.3,0.0,8.91837767822516,0.0,998.3,8.91837767822516,998.1,0.0,8.78676671680683,0.0,998.1,8.78676671680683,997.6,0.0,8.905113815929,0.0,997.6,8.905113815929,998.6,0.0,8.10308621204244,0.0,998.6,8.10308621204244,998.5,0.0,7.51707791654465,0.0,998.5,7.51707791654465,998.3,0.0,6.77454025925995,0.0,998.3,6.77454025925995,998.4,0.0,5.737503618798,0.0,998.4,5.737503618798,984.1,0.0,4.4922060412372,0.0,984.1,4.4922060412372,968.0,0.0,4.58828646036576,0.0,968.0,4.58828646036576,998.2,0.0,6.15067096571771,0.0,998.2,6.15067096571771,997.9,0.0,6.37936277681944,0.0,997.9,6.37936277681944,0.0,998.2,0.0,8.91131023162882,998.2,8.91131023162882,0.0,998.4,0.0,8.91197053767194,998.4,8.91197053767194,0.0,998.5,0.0,8.91637973294539,998.5,8.91637973294539,0.0,998.4,0.0,8.16595666073689,998.4,8.16595666073689,0.0,998.4,0.0,7.47788091365919,998.4,7.47788091365919,0.0,998.1,0.0,6.78879713396812,998.1,6.78879713396812,0.0,998.3,0.0,5.78111803027,998.3,5.78111803027,0.0,566.7,0.0,4.49540346350152,566.7,4.49540346350152,0.0,382.4,0.0,4.57222158541029,382.4,4.57222158541029,0.0,370.1,0.0,5.71990563876714,370.1,5.71990563876714,0.0,253.9,0.0,5.84582822098387,253.9,5.84582822098387
998.2,0.0,8.91834193173924,0.0,998.2,8.91834193173924,998.1,0.0,8.78854998611986,0.0,998.1,8.78854998611986,998.3,0.0,8.9071469061639,0.0,998.3,8.9071469061639,998.4,0.0,8.10217181108965,0.0,998.4,8.10217181108965,997.9,0.0,7.51940941351751,0.0,997.9,7.51940941351751,998.4,0.0,6.77675920654857,0.0,998.4,6.77675920654857,998.5,0.0,5.73615199139337,0.0,998.5,5.73615199139337,988.0,0.0,4.49267299856651,0.0,988.0,4.49267299856651,973.6,0.0,4.59142415295347,0.0,973.6,4.59142415295347,998.0,0.0,6.15418393740332,0.0,998.0,6.15418393740332,998.7,0.0,6.39653099722154,0.0,998.7,6.39653099722154,0.0,998.4,0.0,8.91507276870219,998.4,8.91507276870219,0.0,998.3,0.0,8.91218100923741,998.3,8.91218100923741,0.0,998.7,0.0,8.9170830148786,998.7,8.9170830148786,0.0,998.2,0.0,8.16681770694782,998.2,8.16681770694782,0.0,998.3,0.0,7.47722324890101,998.3,7.47722324890101,0.0,998.6,0.0,6.79210128011924,998.6,6.79210128011924,0.0,998.5,0.0,5.7798743474461,998.5,5.7798743474461,0.0,575.1,0.0,4.49305824273269,575.1,4.49305824273269,0.0,387.2,0.0,4.57299431418328,387.2,4.57299431418328,0.0,374.6,0.0,5.7349084544959,374.6,5.7349084544959,0.0,256.4,0.0,5.85535958331484,256.4,5.85535958331484
