forward_num_growth_compet_mut_0.10,reverse_num_growth_compet_mut_0.10,forward_rate_growth_compet_mut_0.10,reverse_rate_growth_compet_mut_0.10,organism_num_growth_compet_mut_0.10,organism_rate_growth_compet_mut_0.10,forward_num_growth_compet_mut_0.15,reverse_num_growth_compet_mut_0.15,forward_rate_growth_compet_mut_0.15,reverse_rate_growth_compet_mut_0.15,organism_num_growth_compet_mut_0.15,organism_rate_growth_compet_mut_0.15,forward_num_growth_compet_mut_0.20,reverse_num_growth_compet_mut_0.20,forward_rate_growth_compet_mut_0.20,reverse_rate_growth_compet_mut_0.20,organism_num_growth_compet_mut_0.20,organism_rate_growth_compet_mut_0.20,forward_num_growth_compet_mut_0.25,reverse_num_growth_compet_mut_0.25,forward_rate_growth_compet_mut_0.25,reverse_rate_growth_compet_mut_0.25,organism_num_growth_compet_mut_0.25,organism_rate_growth_compet_mut_0.25,forward_num_growth_compet_mut_0.30,reverse_num_growth_compet_mut_0.30,forward_rate_growth_compet_mut_0.30,reverse_rate_growth_compet_mut_0.30,organism_num_growth_compet_mut_0.30,organism_rate_growth_compet_mut_0.30,forward_num_growth_compet_mut_0.35,reverse_num_growth_compet_mut_0.35,forward_rate_growth_compet_mut_0.35,reverse_rate_growth_compet_mut_0.35,organism_num_growth_compet_mut_0.35,organism_rate_growth_compet_mut_0.35,forward_num_growth_compet_mut_0.40,reverse_num_growth_compet_mut_0.40,forward_rate_growth_compet_mut_0.40,reverse_rate_growth_compet_mut_0.40,organism_num_growth_compet_mut_0.40,organism_rate_growth_compet_mut_0.40,forward_num_growth_compet_mut_0.45,reverse_num_growth_compet_mut_0.45,forward_rate_growth_compet_mut_0.45,reverse_rate_growth_compet_mut_0.45,organism_num_growth_compet_mut_0.45,organism_rate_growth_compet_mut_0.45,forward_num_growth_compet_mut_0.50,reverse_num_growth_compet_mut_0.50,forward_rate_growth_compet_mut_0.50,reverse_rate_growth_compet_mut_0.50,organism_num_growth_compet_mut_0.50,organism_rate_growth_compet_mut_0.50,forward_num_growth_compet_mut_0.55,reverse_num_growth_compet_mut_0.55,forward_rate_growth_compet_mut_0.55,reverse_rate_growth_compet_mut_0.55,organism_num_growth_compet_mut_0.55,organism_rate_growth_compet_mut_0.55,forward_num_growth_compet_mut_0.60,reverse_num_growth_compet_mut_0.60,forward_rate_growth_compet_mut_0.60,reverse_rate_growth_compet_mut_0.60,organism_num_growth_compet_mut_0.60,organism_rate_growth_compet_mut_0.60
594.4,403.6,6.83771430575203,6.60166065882222,998.0,6.80448847161355,526.5,471.8,6.79359213661947,6.78829850985379,998.3,6.79084776187772,564.3,434.0,6.78830342032472,6.76043361233025,998.3,6.7831000684083,545.2,453.4,8.17458539260476,8.07017530867519,998.6,8.14038920851212,556.1,442.5,7.3429760736477,7.36034614939074,998.6,7.3637097478622,703.3,294.9,6.54424420368573,6.45343622911426,998.2,6.51846216139537,715.0,283.3,5.37376791811021,5.26955908833324,998.3,5.36270084051002,867.5,130.6,4.35763122391729,4.3833357704019,998.1,4.36808901152628,926.4,72.2,4.74717115073935,4.6467551795541,998.6,4.74495698102912,974.0,24.2,6.90145354813748,6.96627435064935,998.2,6.89758518676907,991.1,7.4,6.98653791677764,4.90039682539683,998.5,6.98695906918712
598.7,399.8,6.83748666136501,6.60341654536245,998.5,6.80600370392364,524.6,472.8,6.79476449189269,6.79244306481771,997.4,6.79317016738607,566.5,432.0,6.78818895575327,6.75920591343351,998.5,6.78257682500039,543.7,454.8,8.18363486618131,8.07250072875597,998.5,8.14479288908147,555.2,443.1,7.3397208282965,7.37477617178144,998.3,7.36945036818372,702.4,295.9,6.54585408404984,6.43139631321822,998.3,6.51615429728336,714.7,283.5,5.3626413405149,5.27748238325751,998.2,5.35024370667035,869.2,128.7,4.36389370019076,4.35596069830975,997.9,4.37281051682211,927.2,71.4,4.75718346070866,4.64697935496116,998.6,4.75744887978573,974.5,24.1,6.92234695192497,6.87419972344655,998.6,6.91797343983904,991.5,6.8,6.98513567453857,4.83960206460207,998.3,6.9843083951228
599.5,398.6,6.83556753788209,6.6061249061907,998.1,6.80652453248407,524.1,474.3,6.79595580382799,6.79058959461176,998.4,6.79357656148821,565.5,433.0,6.78831234550305,6.76217437458241,998.5,6.78346128262239,542.8,455.7,8.19188554295557,8.08878960889036,998.5,8.15542239666617,556.0,442.7,7.35463090685361,7.3603569655822,998.7,7.37037428209773,703.9,293.9,6.55635058925524,6.40489642756399,997.8,6.51664641740517,713.4,284.8,5.35529029857925,5.2788275442382,998.2,5.34118719918303,870.9,126.6,4.36522756003209,4.36283280725224,997.5,4.37375169282619,929.3,69.1,4.75977854174448,4.68072315087936,998.4,4.75842997305923,974.3,24.2,6.9373092843989,7.02767627383237,998.5,6.93189291495905,990.4,7.8,6.98463956686919,4.94194677871148,998.2,6.98438317755669
598.3,400.0,6.83821101485943,6.60802418808688,998.3,6.80907873761404,526.8,471.7,6.7990657126075,6.79316393812647,998.5,6.79628161376251,565.1,433.2,6.78830871226347,6.76104986621864,998.3,6.78351660514934,540.2,458.3,8.18133771638485,8.08725701939811,998.5,8.1479358610595,559.3,438.9,7.35286414401992,7.37548438854427,998.2,7.37622555870191,704.2,294.5,6.56114530218584,6.39922479045255,998.7,6.51868341035672,715.1,283.2,5.36338119874029,5.24843008941811,998.3,5.34348001064463,873.3,125.2,4.36746132632214,4.32370534709541,998.5,4.37267859041406,929.4,68.8,4.76505638348559,4.7716482631985,998.2,4.76818220976337,974.4,24.2,6.93041651198443,6.99115262188791,998.6,6.92510366077501,990.8,7.7,6.98577749664947,5.01739130434783,998.5,6.98613156113643
598.0,400.2,6.83977056482109,6.60761199009729,998.2,6.8092590282759,526.7,471.5,6.80137137393778,6.79161890287374,998.2,6.79793359225899,564.9,432.8,6.78581025171962,6.75777207940367,997.7,6.7800940103889,539.8,458.2,8.18761432953602,8.08317704031245,998.0,8.14742858927987,560.6,437.7,7.34629912074382,7.37240491739203,998.3,7.37201133300544,705.6,292.6,6.56737944988728,6.4142383336372,998.2,6.52483613918661,713.5,284.8,5.34967898508472,5.23545433790325,998.3,5.33648094690993,877.4,120.9,4.36188435229524,4.32531801990579,998.3,4.3693318086178,929.0,69.4,4.76078273186798,4.75011924435537,998.4,4.76413064199972,973.8,24.3,6.96062655673458,6.99620056497175,998.1,6.95472645786948,990.2,7.7,6.98200709982702,5.05576665448788,997.9,6.98289556143893
599.4,399.1,6.83908883655089,6.61052890625376,998.5,6.81030504980511,527.5,470.9,6.80201881707867,6.79323448444798,998.4,6.79796966269772,564.4,433.4,6.78484566563617,6.75821766746854,997.8,6.77968531299535,536.3,461.3,8.19223825016502,8.07037537783126,997.6,8.141427791783,560.1,438.3,7.36219942423224,7.36633065821521,998.4,7.38007418396823,706.2,292.4,6.5655754144319,6.41754260157898,998.6,6.52705866007756,714.8,283.5,5.3433201564492,5.25097256092687,998.3,5.33153315749049,879.6,118.9,4.36164846912887,4.30416130769697,998.5,4.36503293896164,929.3,68.7,4.73891284001922,4.742149317748,998.0,4.74426619740923,974.2,24.4,6.95672446671982,6.98914261664262,998.6,6.94933691206236,990.5,7.7,6.97544371235624,5.1907037815126,998.2,6.9768519437177
599.3,398.5,6.84165690812277,6.60652781505292,997.8,6.81296509616887,530.8,467.6,6.80131219244278,6.79822856042929,998.4,6.80037970062935,564.1,434.3,6.78963092343459,6.76092215808654,998.4,6.78353683148499,539.3,459.4,8.18968474676218,8.07590675349814,998.7,8.14360769464487,562.2,436.3,7.37175056941658,7.36853916660769,998.5,7.38467572039751,708.7,289.7,6.57204321398202,6.41919755490865,998.4,6.5309623292758,717.8,280.6,5.38224394355429,5.24244009862347,998.4,5.35706777021824,880.0,118.3,4.3559190637688,4.29417114363031,998.3,4.35940201743885,930.2,68.0,4.72490141387619,4.68117105713245,998.2,4.72864191424203,974.2,24.2,6.95887213918546,6.98799677140194,998.4,6.95115756878095,991.3,7.1,6.97676256459173,5.15424836601307,998.4,6.97765033770104
601.2,396.8,6.84604808547856,6.61047988268677,998.0,6.81611116298491,532.3,465.6,6.80499126834346,6.79838795343097,997.9,6.8026039429817,564.2,434.4,6.79060328319319,6.76076634942177,998.6,6.78401397389373,538.7,459.6,8.19540485344572,8.07153105779516,998.3,8.14427890110439,562.5,436.2,7.36128956006636,7.36449912711846,998.7,7.37617196354671,706.9,291.7,6.57860850540756,6.39697363962929,998.6,6.53172852210928,719.8,278.2,5.39096622150777,5.21755120419394,998.0,5.36006065956314,882.1,116.8,4.36745646403476,4.22762496257435,998.9,4.36249897191781,929.6,68.5,4.7203193509387,4.67260262639983,998.1,4.72199932287792,973.6,24.3,6.96291662883255,6.79187666580619,997.9,6.95477133941654,991.5,6.8,6.98500222670584,5.0190977443609,998.3,6.98541574991221
600.6,397.7,6.84547537505132,6.61070329096506,998.3,6.81567419977651,531.2,466.2,6.80417620494841,6.79526630016281,997.4,6.80137741539121,564.8,433.8,6.7931400412305,6.76035424699471,998.6,6.78470334061517,540.6,457.3,8.19219370072197,8.06357317013452,997.9,8.1419649993328,562.9,435.2,7.36584636855124,7.36996493125758,998.1,7.37989469913247,704.7,293.5,6.57469441969581,6.39188956295994,998.2,6.52900470988151,721.8,276.7,5.39999242261334,5.22964204093868,998.5,5.37127766274988,881.2,117.3,4.38833823644108,4.23533027528737,998.5,4.38248888673761,930.5,67.1,4.70265862642871,4.57801959605336,997.6,4.70423067259774,973.7,24.8,6.97366997574653,6.76507607881082,998.5,6.96536364999199,991.8,6.6,6.99691094980344,4.90005012531328,998.4,6.99677539009191
601.1,397.3,6.84654361663045,6.61507420589608,998.4,6.81782250177004,533.2,465.3,6.80618094195853,6.79934030163767,998.5,6.80500599774026,566.6,431.0,6.79570102560941,6.75827128697457,997.6,6.78531506572039,539.6,458.5,8.18548523658174,8.0760490742788,998.1,8.14169028677765,560.1,438.1,7.36130290178826,7.38291267223181,998.2,7.38339803903811,707.0,290.9,6.57545548800475,6.38684467876644,997.9,6.52533197917527,724.4,274.0,5.38201592988999,5.24448407316829,998.4,5.35856771217965,881.9,116.4,4.40136958829678,4.21278565225806,998.3,4.39023390895406,931.9,66.3,4.71653245596048,4.53110682962387,998.2,4.71648636654818,973.5,24.5,6.9683127855351,6.73126488720751,998.0,6.96151556790467,991.5,6.7,6.99561655791112,4.96163003663004,998.2,6.99612371986816
602.4,395.8,6.84447553129664,6.61218518008162,998.2,6.81546705428089,531.0,467.7,6.80354621555148,6.8026629766023,998.7,6.80563925976054,565.7,432.6,6.79803987344069,6.75724226274152,998.3,6.78669379622297,538.4,459.9,8.18540303490161,8.07846296661846,998.3,8.14258033754644,557.5,441.0,7.37107117158989,7.36654217463171,998.5,7.38075600650751,706.7,291.8,6.56804768642333,6.40687924399882,998.5,6.52318028787655,725.4,272.6,5.37395803078905,5.24853513013526,998.0,5.35433162050117,883.1,115.3,4.38672336192965,4.23972405480901,998.4,4.38010415224844,934.7,63.7,4.71601547595332,4.56662757863362,998.4,4.71905040659942,973.3,25.2,6.96896208700896,6.82517002645051,998.5,6.96326809117767,991.9,6.6,6.99338942020777,5.06373626373626,998.5,6.99375001198428
602.0,396.2,6.84632075557815,6.609789457886,998.2,6.81637749974423,531.3,466.9,6.80874710861071,6.80695175573835,998.2,6.80996025673736,569.9,428.5,6.79781246463041,6.75642514986174,998.4,6.78676231341562,538.8,459.6,8.18692247852278,8.08274509016256,998.4,8.14376497848985,557.6,440.4,7.36252670943915,7.37857940778914,998.0,7.38174290257131,705.6,292.9,6.55955392357605,6.40061181805082,998.5,6.51494770388827,727.1,271.4,5.38690399054419,5.24796879540593,998.5,5.36624959089738,883.5,115.1,4.39489035528591,4.26009849114744,998.6,4.39002499493481,936.3,62.2,4.73986334208673,4.53336506149631,998.5,4.74100072015904,973.6,24.7,6.97513664349487,6.8381735347614,998.3,6.96992087785701,992.2,6.1,7.00105229668215,5.01557609057609,998.3,7.00233984735988
600.6,397.8,6.84419522936792,6.61077470152252,998.4,6.81640696156475,529.9,468.1,6.80759574868317,6.80570327820844,998.0,6.80961423519177,570.8,427.6,6.80005530400613,6.75450298058468,998.4,6.78728615359761,537.6,460.3,8.20514405096348,8.07262087437156,997.9,8.14825413975655,558.1,440.1,7.35572552140738,7.37486134867476,998.2,7.37688098920564,706.2,292.3,6.56492472796679,6.37137960653779,998.5,6.50856969626233,730.1,268.0,5.3891619468865,5.24288389875252,998.1,5.3633922060021,883.2,114.2,4.38913550285696,4.24404948954813,997.4,4.38303792223036,936.3,61.7,4.73950195282887,4.52937703855457,998.0,4.74147147394181,973.5,24.8,6.96525249255554,6.73395282878042,998.3,6.96052876302493,992.1,6.3,7.00345565166709,5.04642857142857,998.4,7.00530711454083
604.3,393.9,6.8444545031263,6.61342589981652,998.2,6.81669163734573,532.5,465.8,6.8045245957562,6.80435335427405,998.3,6.80716308868109,571.3,426.6,6.80393083986992,6.75940680897187,997.9,6.79176330204848,539.5,459.1,8.20339893397107,8.07962483987526,998.6,8.15242943077549,558.4,440.2,7.34987489194736,7.37773371925875,998.6,7.37532592712953,708.1,290.4,6.55277138343358,6.36487163754701,998.5,6.49845385432427,728.5,269.9,5.35818258888293,5.29664484663863,998.4,5.35208661132776,884.3,113.7,4.39517361945701,4.2369512447279,998.0,4.38508892940876,937.8,60.6,4.73123600000397,4.48976774569477,998.4,4.73546948194016,973.8,24.1,6.98435910993745,6.73575636558478,997.9,6.97699012683517,991.8,6.2,7.01143596358263,4.95952380952381,998.0,7.01249955276155
601.9,396.9,6.84750048624322,6.61739977638779,998.8,6.81827127728931,528.6,469.0,6.80774368097234,6.80961448463479,997.6,6.81117392993099,571.8,426.8,6.80520503845552,6.7646344665005,998.6,6.79512163534481,543.2,454.9,8.22203374006858,8.0842825335108,998.1,8.16538622343386,554.5,443.7,7.34682313935574,7.38567874613753,998.2,7.37850120146659,708.8,289.3,6.55050296775399,6.38772132236997,998.1,6.50338641735034,730.2,267.7,5.37493087203845,5.34358853257152,997.9,5.3670518962087,883.8,114.3,4.38743175157552,4.24209524735903,998.1,4.3792338822589,938.4,59.5,4.73248884077833,4.48565013477271,997.9,4.73748001220533,974.9,23.6,6.96375313195155,6.75821604251964,998.5,6.96063758445714,991.8,6.3,7.02940065479266,4.96774891774892,998.1,7.030570581496
598.9,399.4,6.84718184880129,6.61893877390522,998.3,6.81838649945556,526.9,471.4,6.80909654600497,6.81115602482086,998.3,6.81258826097048,573.6,425.1,6.80757484938821,6.75899674259793,998.7,6.7945372814458,541.2,456.9,8.21176097745694,8.08113755703526,998.1,8.15578793914686,553.5,444.3,7.34590749449309,7.39008495193822,997.8,7.37921480937405,708.2,290.5,6.54824792868479,6.38561379740512,998.7,6.49947604211307,730.8,267.2,5.37141581933485,5.3370743508486,998.0,5.35783834209046,884.7,113.1,4.38392325665964,4.23738734780063,997.8,4.37653833998402,939.0,59.2,4.73830882514577,4.51835268044115,998.2,4.74474083170955,973.6,24.9,6.96833179302723,6.59312122268887,998.5,6.96121092903996,992.7,6.1,7.03193556210728,4.90526418026418,998.8,7.03305010125472
601.9,396.9,6.84644724120594,6.62105549466757,998.8,6.81949765396659,525.4,472.9,6.80632060548317,6.81227704871326,998.3,6.81150717969679,574.2,424.3,6.80608827281323,6.76462121003128,998.5,6.79529188507145,544.6,453.7,8.20713428301423,8.08073504168338,998.3,8.15575559921825,554.7,443.7,7.34902526958377,7.39151283100374,998.4,7.38027569089442,711.1,287.6,6.54449300462302,6.38281790418524,998.7,6.49584554494374,733.1,265.3,5.38377836111735,5.31944397096068,998.4,5.37180166138082,885.3,112.9,4.38652775071138,4.25054566318419,998.2,4.37907050885194,939.6,59.2,4.73672562193357,4.4536332174201,998.8,4.7391899915948,973.3,24.8,6.9537207033154,6.71686622662203,998.1,6.94943607163406,993.0,5.5,7.03113259280437,5.20732600732601,998.5,7.0334506855565
601.7,397.0,6.84504837039305,6.61942702725303,998.7,6.81844645794733,526.4,471.8,6.80711784651986,6.81455681626851,998.2,6.81335020576241,571.9,426.4,6.80769650543482,6.76436565552766,998.3,6.79694252496366,545.5,452.5,8.19676654886251,8.10248906872715,998.0,8.16181753431194,552.2,446.3,7.35357564223834,7.38003409794032,998.5,7.37845199909328,706.6,291.8,6.54290333068467,6.34712078939968,998.4,6.48404863382831,734.7,263.3,5.37914233451205,5.32443771349011,998.0,5.37443973118708,885.2,113.1,4.39070562310118,4.25581462132262,998.3,4.38235806393908,939.1,59.0,4.74231775361075,4.49156471437505,998.1,4.74250486730532,972.7,25.8,6.96472557887034,6.70830227743271,998.5,6.96072743799049,992.8,5.6,7.03357411354103,5.42660256410256,998.4,7.0353499969438
601.3,397.3,6.84601417245072,6.62427960791731,998.6,6.82023967855631,524.6,473.3,6.81155805534897,6.81927961314673,997.9,6.81742513848908,571.5,426.1,6.81077287417905,6.76877715107157,997.6,6.80022930375775,548.5,450.0,8.19572751355424,8.10903828123205,998.5,8.16519977091923,548.8,449.1,7.3451937087883,7.36788316785553,997.9,7.37078134731011,705.6,293.0,6.55154508529581,6.33195536657112,998.6,6.48406162105286,733.8,264.1,5.36469380447924,5.33367897687101,997.9,5.36923043257851,884.4,113.9,4.3950927237198,4.26513055598743,998.3,4.3844407002605,939.5,58.5,4.74523613062869,4.50574243005172,998.0,4.74386583605533,973.5,24.8,6.97212226978327,6.57180168162341,998.3,6.96722451381659,993.4,5.4,7.03073827995124,5.2625,998.8,7.0309554043021
601.4,397.3,6.84963300406781,6.6264244724393,998.7,6.82306113728959,521.9,476.3,6.80902256677041,6.81757596812038,998.2,6.81576877841214,573.4,425.2,6.81093996890789,6.77250863959891,998.6,6.80123520313901,549.0,449.3,8.18898072707754,8.12573253629401,998.3,8.16996797602824,550.3,448.2,7.34143556585685,7.36591931155339,998.5,7.36645741535933,709.1,288.8,6.52983203723304,6.3399611253811,997.9,6.47213724525974,737.2,261.4,5.37841471492092,5.33607709418721,998.6,5.38093772974909,887.3,110.6,4.4033221755091,4.2582672487692,997.9,4.39161005768514,939.9,58.3,4.7531141074217,4.61575162420397,998.2,4.74874664917438,974.4,24.4,6.96445117730989,6.69156827077181,998.8,6.96103558468288,992.8,5.4,7.02860120669482,5.28833333333333,998.2,7.02895655105802
600.7,396.8,6.85135948199164,6.62720333377564,997.5,6.82516746112932,523.1,475.2,6.80973648075686,6.82153738290699,998.3,6.81768446748186,571.9,426.4,6.80874915097759,6.77356285199896,998.3,6.79976747601244,551.4,446.8,8.1896456598745,8.1413246261412,998.2,8.17309090363754,551.2,446.7,7.33965680268386,7.36051405819155,997.9,7.3643576309245,709.8,288.1,6.53638407926467,6.36621848265989,997.9,6.48292118618157,739.7,258.7,5.36972853554283,5.35612869970388,998.4,5.38283674637285,888.0,110.3,4.38163428097688,4.31187976124653,998.3,4.37743994398919,939.8,57.7,4.75760457942769,4.60161113224633,997.5,4.7544765604898,972.8,25.0,6.98333928661492,6.67015869370707,997.8,6.9767015494289,993.1,5.3,7.02173161660291,5.35272727272727,998.4,7.02283748664454
600.0,397.9,6.85028992725564,6.62814652292488,997.9,6.82413921885184,520.1,478.4,6.81298327628295,6.82215443635518,998.5,6.8198133514809,572.0,426.3,6.81284714679518,6.77978313807656,998.3,6.80488654987653,553.4,444.8,8.17909813328814,8.13097907912583,998.2,8.16543204792763,549.9,448.5,7.35417032839254,7.35208768831924,998.4,7.3660874587872,709.6,288.4,6.5234263313661,6.38573832396564,998.0,6.47856564190074,739.1,259.2,5.37984945221094,5.33942484585504,998.3,5.38504783489346,886.6,111.7,4.37229404183051,4.32691023495454,998.3,4.37001848884983,940.8,57.5,4.75139357151734,4.42894644246755,998.3,4.74565541455168,975.1,23.4,6.97999102935652,6.71118987946638,998.5,6.97547426784296,993.2,5.2,7.01238816857793,5.28730158730159,998.4,7.01237950050279
602.0,395.7,6.85124506671059,6.62658946937439,997.7,6.82510037609763,520.1,478.7,6.81420636903767,6.82384864236064,998.8,6.82088638287234,572.6,425.6,6.81413878327913,6.78112245127793,998.2,6.80621441360192,555.1,442.9,8.17793240935938,8.13522432274302,998.0,8.16667988573575,550.5,448.1,7.35041457375958,7.33978071408683,998.6,7.35819597152263,712.0,286.3,6.5182689439869,6.39860687089314,998.3,6.48002519014392,738.3,260.1,5.39804013632046,5.38387240211041,998.4,5.40606658762971,887.5,110.8,4.37182188060986,4.27912052908812,998.3,4.36923170127432,940.6,57.7,4.73998665439523,4.38508920437018,998.3,4.73124608046337,974.1,24.4,7.00404359646747,6.71763035305656,998.5,6.99688064818325,993.6,5.0,7.01043696725487,5.23544973544974,998.6,7.00970569768165
600.9,397.1,6.85354320964008,6.62320540932482,998.0,6.8275619768447,521.6,476.7,6.8144321663961,6.82679864607251,998.3,6.82181760115386,572.2,425.8,6.81542326649028,6.77795517411664,998.0,6.80592529682317,553.7,444.4,8.17553023885928,8.15181555390202,998.1,8.16930422647093,553.0,445.0,7.36495791987742,7.31876472763377,998.0,7.35863545639413,708.5,289.7,6.5141146736142,6.40066501822357,998.2,6.48182753978335,736.6,261.6,5.38886431017773,5.37355468643566,998.2,5.39801698078603,888.8,109.4,4.39617398447777,4.29263023453999,998.2,4.39100128544453,942.5,56.0,4.75143765447054,4.4138864636378,998.5,4.74332344336224,974.2,24.0,6.98968764367283,6.88632362155388,998.2,6.98506158775946,993.0,5.1,6.99307665348407,5.19777777777778,998.1,6.99175227391962
602.2,396.3,6.85461868711043,6.62547576924133,998.5,6.82873582251345,517.9,480.1,6.81176902287028,6.82507405724208,998.0,6.82044672174837,572.2,425.9,6.81830284829965,6.77910149420675,998.1,6.80844474474502,554.2,443.9,8.1788885715123,8.15546591378499,998.1,8.17213581250305,552.3,446.3,7.35446110864136,7.32471210001534,998.6,7.35628108525729,710.8,287.8,6.50088992045869,6.4100061177245,998.6,6.47235915591895,735.9,262.1,5.38343811164282,5.36778652282057,998.0,5.3955327851233,889.5,108.8,4.40809242717897,4.31793741981459,998.3,4.40396132027087,943.6,54.9,4.7626510253464,4.46120308369873,998.5,4.75544672929442,975.4,23.0,6.97068967602332,6.84660748973249,998.4,6.96534338864667,992.9,5.4,6.9879902773169,5.25160256410256,998.3,6.9859842361617
603.8,394.7,6.85441533066594,6.61975159929529,998.5,6.82896418286496,519.0,479.0,6.81737842447106,6.82348426865237,998.0,6.82244923741759,568.6,429.3,6.8215653838789,6.78097340224993,997.9,6.81109532637624,551.9,445.9,8.17791655958118,8.13251740261352,997.8,8.16015677617841,551.6,447.1,7.35358258894446,7.3318891011567,998.7,7.35696538221588,707.4,290.8,6.51865684181468,6.41409629596548,998.2,6.48800376497647,736.1,262.6,5.38396662807938,5.33490046892165,998.7,5.38594137229432,891.5,106.7,4.39922812899604,4.36574110614841,998.2,4.40007813164073,943.3,55.5,4.74392685386338,4.54698751819706,998.8,4.73718498057175,974.6,23.6,6.97643856463492,6.96747303398972,998.2,6.97284716609131,993.5,5.0,6.98284171320809,5.21848484848485,998.5,6.98069071075083
601.0,397.4,6.85591326161297,6.62381510186826,998.4,6.83219787622086,517.8,480.7,6.81584478037555,6.82601751502903,998.5,6.8233233465625,569.4,428.3,6.82302810979752,6.77935604786786,997.7,6.81175276174442,548.7,449.5,8.18365007711291,8.12961618401127,998.2,8.1596157921368,552.0,446.3,7.35326671974193,7.31527780228696,998.3,7.35099180583107,709.1,289.1,6.52181379046573,6.40965226765162,998.2,6.48808029058882,737.8,260.2,5.40057422321192,5.34541689885117,998.0,5.39791855754673,893.9,104.5,4.41266036324703,4.41016835909546,998.4,4.41553989375065,943.8,54.7,4.74392975709168,4.57480400825228,998.5,4.73827986302936,976.0,22.3,6.99043316314678,7.00366673713713,998.3,6.98617263995774,993.1,5.2,6.99960537098212,4.95658008658009,998.3,6.99696567480822
601.0,397.0,6.85757035302751,6.62276645763586,998.0,6.83185939551087,516.5,481.9,6.81920269919506,6.82399311106108,998.4,6.82371220574246,567.8,429.9,6.82219640521886,6.7803934238976,997.7,6.8123563389641,548.9,449.2,8.17559486462739,8.10762650489294,998.1,8.1483685368926,554.8,443.2,7.36923778472702,7.3292173915224,998.0,7.36482084271595,708.3,290.1,6.51665613316885,6.42682946818514,998.4,6.48835003726715,739.9,257.9,5.40532350376023,5.3770945804722,997.8,5.41285798660955,895.5,102.9,4.41486359317302,4.43386876998043,998.4,4.41729353246972,944.0,54.4,4.73420022923558,4.6726523517731,998.4,4.73299864886993,976.2,22.1,6.98702654172277,6.96281737408856,998.3,6.98125155843725,993.4,5.0,6.99834591320117,5.02922077922078,998.4,6.99604404849111
600.8,397.6,6.85666579225962,6.6195006367264,998.4,6.83063537987388,519.6,478.8,6.82336567705133,6.82392069620953,998.4,6.8260385523529,568.7,429.2,6.82029103880703,6.78689899333168,997.9,6.81369656470821,543.6,455.1,8.17782707908316,8.12058841744588,998.7,8.15387503520912,551.2,447.0,7.37280254336944,7.33021063834861,998.2,7.36648089105542,707.8,290.6,6.540908556699,6.42255523964091,998.4,6.50500655066195,740.4,258.0,5.38718593887253,5.37072425042655,998.4,5.39743539999518,895.8,102.4,4.41025208693051,4.43274535241004,998.2,4.41434596366245,945.3,52.9,4.73273676562039,4.68084254876484,998.2,4.73335433752758,974.9,23.1,6.96851829474624,6.81844968756733,998.0,6.96040921879776,993.4,4.6,7.00795077721348,5.07619047619048,998.0,7.00624341850914
600.4,397.9,6.85590501706174,6.62684041569581,998.3,6.83018810484284,515.5,482.6,6.82386673163869,6.82370633643322,998.1,6.82688029504832,568.0,429.9,6.82160786448764,6.78658547438068,997.9,6.8142251451951,541.9,456.1,8.18131965596784,8.11122819538691,998.0,8.1495946608823,550.7,447.8,7.36112057458181,7.33193426673596,998.5,7.35994331004351,707.1,291.2,6.53295736852275,6.3950786650423,998.3,6.49010500763133,741.1,257.0,5.40638216582433,5.35983244992084,998.1,5.41021208870626,894.6,103.9,4.43412749698708,4.47206148154955,998.5,4.43965355286603,946.5,52.0,4.73679965795504,4.63604977893559,998.5,4.73270370900948,974.6,23.6,6.95078907837964,7.02818382443573,998.2,6.94620259753385,993.5,4.9,7.01293378621183,4.59285714285714,998.4,7.01051123535159
600.9,397.5,6.85773002194036,6.62626643407899,998.4,6.83194380594547,512.7,485.6,6.82455872689103,6.82593434664329,998.3,6.82860734537636,569.7,428.5,6.82240670382507,6.78986005580428,998.2,6.81607282369841,539.9,458.3,8.19536077365635,8.11649654583324,998.2,8.15612270682985,549.9,448.2,7.36069084525868,7.33399606409194,998.1,7.36128601450861,708.2,289.9,6.53126784420582,6.4052749303502,998.1,6.49605712308651,741.7,256.5,5.41193872156578,5.35777293342257,998.2,5.41526531103941,895.4,102.8,4.43578866679502,4.46520139883294,998.2,4.4414920611029,946.1,52.2,4.74099583257544,4.74596096054039,998.3,4.73875788420103,975.0,23.8,6.95843434143495,7.035523055376,998.8,6.95173369762548,994.0,4.6,7.00793941174231,4.6,998.6,7.00559948726281
601.0,397.2,6.86046712714879,6.62923231573708,998.2,6.83470594994244,517.1,481.2,6.83018038858758,6.82367613650692,998.3,6.82990820580958,572.5,425.9,6.8222219643555,6.79039228065976,998.4,6.81629662837621,540.8,458.0,8.18833267117303,8.10749366068601,998.8,8.14967171580398,547.5,450.5,7.35625486184517,7.33529459607924,998.0,7.35831815288258,710.7,287.9,6.53455424205277,6.4183486034599,998.6,6.50569185545648,742.7,255.3,5.4243397667867,5.35949872071481,998.0,5.41983773149294,898.6,100.0,4.44257515345657,4.44736234963874,998.6,4.44672565794579,946.4,51.9,4.72078968945506,4.34850710485082,998.3,4.71781912222995,975.3,23.3,6.93542512088117,7.26523873917383,998.6,6.93298636101403,993.2,5.1,7.02200469793957,4.51666666666667,998.3,7.01860707458131
